datetime,price
2023-03-23T00:00:39+00:00,0.06
2023-03-24T00:00:48+00:00,0.04
2023-03-25T00:00:22+00:00,0.06
2023-03-26T00:00:06+00:00,0.06
2023-03-27T00:00:45+00:00,0.06
2023-03-28T00:00:19+00:00,0.05
2023-03-29T00:00:49+00:00,0.05
2023-03-30T00:00:16+00:00,0.04
2023-03-31T00:00:17+00:00,0.05
2023-04-01T00:00:48+00:00,0.05
2023-04-02T00:00:52+00:00,0.04
2023-04-03T00:00:00+00:00,0.04
2023-04-04T00:00:35+00:00,0.04
2023-04-05T00:00:24+00:00,0.02
2023-04-08T00:00:08+00:00,0.03
2023-04-09T00:00:48+00:00,0.02
2023-04-10T00:00:31+00:00,0.02
2023-04-11T00:00:29+00:00,0.02
2023-04-12T00:00:03+00:00,0.02
2023-04-13T00:00:22+00:00,0.03
2023-04-14T00:00:30+00:00,0.03
2023-04-15T00:00:26+00:00,0.02
2023-04-16T00:00:45+00:00,0.02
2023-04-17T00:00:23+00:00,0.02
2023-04-18T00:00:27+00:00,0.02
2023-04-19T00:00:23+00:00,0.01
2023-04-20T00:00:46+00:00,0.01
2023-04-21T00:00:40+00:00,0.01
2023-04-22T00:00:24+00:00,0.01
2023-04-23T00:00:24+00:00,0.01
2023-04-24T00:00:06+00:00,0.01
2023-04-25T00:00:30+00:00,0.01
2023-04-26T00:00:54+00:00,0.005
2023-04-27T00:00:53+00:00,0.005
2023-04-28T00:00:34+00:00,0.005
2023-04-30T00:00:13+00:00,0.005
2023-05-01T00:00:19+00:00,0.005
2023-05-02T00:00:47+00:00,0.01
2023-05-04T00:00:54+00:00,0.5
2023-05-05T00:00:04+00:00,0.5
2023-05-06T00:00:12+00:00,0.5
2023-05-07T00:00:24+00:00,0.5
2023-05-08T00:00:41+00:00,0.5
2023-05-09T00:00:08+00:00,0.5
2023-05-10T00:00:45+00:00,0.5
2023-05-11T00:00:36+00:00,0.5
2023-05-12T00:00:54+00:00,0.5
2023-05-13T00:00:42+00:00,0.5
2023-05-15T00:00:02+00:00,0.5
2023-05-16T00:00:23+00:00,0.5
2023-05-17T00:00:23+00:00,0.5
