datetime,price
2026-01-30T00:00:27Z,0.53
2026-01-31T00:00:28Z,0.52
2026-02-01T00:00:33Z,0.49
2026-02-02T00:00:26Z,0.465
2026-02-03T00:00:30Z,0.475
2026-02-04T00:00:40Z,0.68
2026-02-05T00:00:26Z,0.62
2026-02-06T00:00:33Z,0.615
2026-02-07T00:00:39Z,0.595
2026-02-08T00:00:35Z,0.615
2026-02-09T00:00:34Z,0.59
2026-02-10T00:00:37Z,0.505
2026-02-11T00:00:38Z,0.72
2026-02-12T00:00:47Z,0.66
2026-02-13T00:00:36Z,0.695
2026-02-14T00:00:40Z,0.67
2026-02-15T00:00:39Z,0.625
2026-02-16T00:00:50Z,0.595
2026-02-17T00:00:40Z,0.525
2026-02-18T00:00:45Z,0.56
2026-02-19T00:00:46Z,0.555
2026-02-20T00:00:44Z,0.515
2026-02-21T00:00:30Z,0.52
2026-02-22T00:00:30Z,0.52
2026-02-23T00:00:35Z,0.525
2026-02-24T00:00:35Z,0.665
2026-02-25T00:00:40Z,0.59
2026-02-26T00:00:36Z,0.595
2026-02-27T00:00:41Z,0.63
2026-02-28T00:00:41Z,0.63
2026-03-01T00:00:53Z,0.63
2026-03-02T00:00:52Z,0.625
2026-03-03T00:00:44Z,0.67
2026-03-04T00:00:46Z,0.61
2026-03-05T00:00:43Z,0.61
2026-03-06T00:00:42Z,0.62
2026-03-07T00:00:46Z,0.62
2026-03-08T00:00:38Z,0.62
2026-03-09T00:00:33Z,0.65
2026-03-10T00:00:41Z,0.655
2026-03-11T00:00:44Z,0.66
2026-03-12T00:00:45Z,0.66
2026-03-14T00:00:56Z,0.625
2026-03-17T00:00:45Z,0.625
2026-03-18T00:00:47Z,0.625
2026-03-20T00:00:52Z,0.625
2026-03-21T00:00:51Z,0.625
2026-03-22T00:00:49Z,0.625
2026-03-23T00:00:42Z,0.625
2026-03-24T00:00:37Z,0.625
2026-03-25T00:00:47Z,0.625
2026-03-26T00:00:51Z,0.625
2026-03-27T00:00:43Z,0.625
2026-03-28T00:00:46Z,0.625
2026-03-29T00:00:50Z,0.59
2026-04-02T00:00:59Z,0.59
2026-04-09T00:00:25Z,0.575
2026-04-22T00:00:05Z,0.51
2026-04-23T00:00:05Z,0.555
2026-04-24T00:00:18Z,0.56
2026-04-25T00:00:10Z,0.535
2026-04-26T00:00:04Z,0.505
2026-04-27T00:00:04Z,0.555
2026-04-28T00:00:04Z,0.515
2026-04-29T00:00:03Z,0.55
2026-04-30T00:00:05Z,0.83
2026-05-01T00:00:04Z,0.785
2026-05-02T00:00:04Z,0.715
2026-05-03T00:00:06Z,0.715
2026-05-04T00:00:04Z,0.715
2026-05-05T00:00:17Z,0.715
2026-05-06T00:00:06Z,0.715
2026-05-07T00:00:05Z,0.715
2026-05-08T00:00:03Z,0.71
2026-05-09T00:00:22Z,0.71
2026-05-10T00:00:07Z,0.71
2026-05-11T00:00:08Z,0.71
2026-05-12T00:00:04Z,0.22
2026-05-13T00:00:11Z,0.205
2026-05-14T00:00:14Z,0.265
2026-05-15T00:00:06Z,0.355
2026-05-15T02:05:07Z,0.375
